Identifier	Character	Dialogue	Filename	Line Number
epizod6_9a621567		Obcy nie był w stanie w pierwszej chwili zrozumieć co się stało. Czuł ogromny ból głowy oraz pleców, a przez lekko otwarte powieki widział promienie Słońca. Prawie jakby leżał na ziemi.	game/script.rpy	1900
epizod6_2480a9dc		W uszach nadal strasznie mu dzwoniło. Po paru sekundach usłyszał kolejne uderzenie.	game/script.rpy	1901
epizod6_6f2da95c		Przeanalizował szybko czy to znów jakaś nieznana siła zaatakowała jego ciało, ale nie poczuł nic nowego. Usłyszał tylko przeraźliwy krzyk.	game/script.rpy	1902
epizod6_516cfa17	b2	Kurwwaaaaa, mój noooos... zabijęęęę Cięęę! Auaaaaa.....	game/script.rpy	1903
epizod6_b3e30e86		Domyślił się, że to jego kompan. Mimo ogromnego bólu spróbował wstać...	game/script.rpy	1904
epizod6_05ad6417	p3	Powoli, bo się jeszcze bardziej połamiesz.	game/script.rpy	1906
epizod6_b8011f04		Wstawał bardzo powoli. Głos brzmiał tak władczo, że nie sposób było się przeciwstawić.	game/script.rpy	1907
epizod6_492aa19b		Zresztą nie miał innego wyboru. Miał chyba złamane ze dwa żebra... a może jednak trzy.	game/script.rpy	1908
epizod6_f6c32f39		Wstał.	game/script.rpy	1909
epizod6_06111b12	p3	A teraz słuchaj bardzo uważnie. Nie będę tego powtarzał:	game/script.rpy	1919
epizod6_98f0fe6b	p3	Może i tego nie wiesz, ale w naszym Królestwie nie można być właścicielem drugiej osoby.	game/script.rpy	1920
epizod6_dc711d72	p3	Nie możesz ot tak powiedzieć, że ktoś jest Twoją własnością.	game/script.rpy	1921
epizod6_7b43497e	p3	Tym bardziej nie możesz tego robić przy mojej Tawernie.	game/script.rpy	1922
epizod6_f82f1231	p3	Lia!	game/script.rpy	1927
epizod6_99b590bd	p3	Zabierz ją do środka, a najlepiej na zaplecze! - zaraz tam przyjdę.	game/script.rpy	1931
epizod6_002ae543	p3	A Wy... jeśli zobaczę was tutaj jeszcze raz to skończy się to znacznie gorzej.	game/script.rpy	1937
epizod6_f74770ac	p3	Radzę teraz się zebrać, przemyśleć swoje życie i najlepiej zacząć od nowa.	game/script.rpy	1938
epizod6_71bbb79b	p3	A teraz bierz swojego kolegę, bo sam się nie ruszy i won mi stąd.	game/script.rpy	1939
epizod6_0c91baa5		Obie dziewczyny stały obok siebie. Ani jedna, ani druga nie były w stanie nic powiedzieć.	game/script.rpy	1950
epizod6_f19c8b75		Nieznajoma była w zbyt dużym szoku, a Lii brakowało pewności siebie.	game/script.rpy	1951
epizod6_0f4fc714		Pomyślała jednak, że może warto spróbować...	game/script.rpy	1952
epizod6_c87a3314	p1	Jak... Jak masz na imię? Czy wszystko dobrze?	game/script.rpy	1953
epizod6_71ee91ab		Nieznajoma spojrzała prosto na Lię. Wpatrywała się w nią z taką ciekawością, że aż lekko się zaczerwieniła.	game/script.rpy	1954
epizod6_42fa647e		Zauważyła, że jej rozmówczyni lekko się zawstydziła. To równocześnie zawstydziło i ją samą.	game/script.rpy	1957
epizod6_769eb156		Jednocześnie dodało jej to także trochę pewności siebie.	game/script.rpy	1960
epizod6_79a1111c	p4	Nazywam się Raven... I taak, wszystkoo dobrze. Dziękuję...	game/script.rpy	1961
epizod6_4ff269ac	p4	A Ty jak się nazywasz?	game/script.rpy	1962
epizod6_5061b62f	p1	Mam na imię Lia, miło Cię poznać!	game/script.rpy	1965
epizod6_676a524a		Powiedziała trochę formalnie Lia, po czym szybko dodała:	game/script.rpy	1966
epizod6_91920718	p1	Co się stało? Jak tu trafiłaś?	game/script.rpy	1967
epizod6_e771c67e	p4	Ja.. Ja nie wiem, uciekałam i...	game/script.rpy	1970
epizod6_1b4bcf6e		Nagle do pomieszczenia wszedł Zorn.	game/script.rpy	1974
epizod6_ed1c1126	p3	Załatwione! Tamtymi nie musisz się już martwić. Więcej nie powinniśmy ich zobaczyć.	game/script.rpy	1976
epizod6_741528f7	p3	W ogóle, wszystko dobrze dziewczyno? Nie jesteś ranna czy coś?	game/script.rpy	1977
epizod6_b7b9aa3f		Raven nadal była lekko wystraszona. Powrót myślami do ucieczki sprowadzał dreszcze na całe ciało.	game/script.rpy	1978
epizod6_2e9c24b4	p3	Halo, Dziewczyno! Mówię do...	game/script.rpy	1979
epizod6_d9422a60	p2	Zorn! Nie widzisz, że jest wystraszona?	game/script.rpy	1987
epizod6_2f3d0ad9	p2	Ja się tym zajmę. Idź proszę sprawdzić czy nie ma Cię w Głównej Sali.	game/script.rpy	1988
epizod6_2a7abb8b		Zorn popatrzył na żonę, lecz się jej nie sprzeciwił. Grzecznie wyszedł sprawdzić czy na pewno nie ma go w Głównej Sali.	game/script.rpy	1991
epizod6_ee2a6985	p2	Podejdź tu i mi się pokaż. Gdzieś Cię zranili?	game/script.rpy	1992
epizod6_194e53ec	p4	Niee, proszę Pani... Nie zdążyli...	game/script.rpy	2000
epizod6_a67e062a	p2	Już wszystko dobrze, nie smuć się. Nazywam się Selene, a Ty? 	game/script.rpy	2001
epizod6_8d2780d8	p4	Ra... Raven. 	game/script.rpy	2002
epizod6_9de6d860	p2	Piękne imię! Widzę, że wszystko rzeczywiście jest w porządku. 	game/script.rpy	2003
epizod6_2cffb489	p2	No już, nic Ci już nie grozi - widzę, że jesteś wykończona. Chciałabyś odpocząć? 	game/script.rpy	2004
epizod6_c67fc5a4		Raven nie wiedziała za bardzo co powiedzieć. Pierwszy raz spotkała się z takim podejściem.	game/script.rpy	2005
epizod6_287e7ecd	p2	Dobrze... zakładam, że tak.	game/script.rpy	2006
epizod6_bfd8bdd2	p2	Lia, weź ją proszę do pokoju gościnnego - tego na naszym piętrze. Pokaż jej co i jak oraz daj trochę odpocząć, dobrze?	game/script.rpy	2007
epizod6_62262c9d	p1	Tak mamo. Chodź, Raven!	game/script.rpy	2008
epizod6_aa06a0e4		Obie dziewczyny ruszyły na górę, Raven podążała spokojnie za Lią.	game/script.rpy	2009
epizod6_df7a716e		Po krótkiej wyprawie w głąb Tawerny dotarły do celu.	game/script.rpy	2010
epizod6_38671a81		Lia weszła do pokoju pierwsza - Raven tuż za nią.	game/script.rpy	2017
epizod6_a95b4048	p1	No to ten pokój... Jakieś ubrania w razie czego masz w szafce, yyy... no i ten. To chyba wszystko. Potrzebujesz czegoś?	game/script.rpy	2018
epizod6_9b4bae27	p4	Nie, dziękuję. Jeśli mogę to chętnie bym się zdrzemnęła...	game/script.rpy	2019
epizod6_a964618b	p1	Ah, oczywiście - już nie przeszkadzam. Jakbyś czegoś potrzebowała to wołaj, mam pokój prawie obok.	game/script.rpy	2020
epizod6_da19fbf4	p4	Dziękuję.	game/script.rpy	2021
epizod6_d3d132a4		Lia tylko się uśmiechnęła, po czym wyszła i ruszyła w kierunku własnego pokoju.	game/script.rpy	2022
epizod6_2a05ecad		Weszła do środka - tam czekał na nią Ojciec.	game/script.rpy	2030
epizod6_d34670ff	p1	He-ej, o co chodzi?	game/script.rpy	2031
epizod6_8e10cd97	p3	Hmm? O nic! Chciałem tylko przyjść i sprawdzić czy wszystko dobrze.	game/script.rpy	2032
epizod6_5331f6f1	p1	Tak, wszystko ok - Raven poszła się zdrzemnąć...	game/script.rpy	2033
epizod6_666921bf	p3	Pytałem bardziej o Ciebie.	game/script.rpy	2034
epizod6_f8f7a905		Lia ledwo ukryła zdziwienie. Po chwili odpowiedziała:	game/script.rpy	2036
epizod6_45ea23cd	p1	Yyy... wszystko dobrze... czemu miałoby coś być?	game/script.rpy	2038
epizod6_22ee81e2	p3	Noo... widziałaś co zrobiłem tym bandytom przed Tawerną.	game/script.rpy	2039
epizod6_24b0f977	p1	Zasłużyli sobie! Poza tym nie byłam specjalnie zaskoczona - nie wyglądali na zbyt godnych przeciwników.	game/script.rpy	2042
epizod6_b99b493e		Lia, choć lekko zaskoczona swoją własną bezczelnością, nie pozwoliła aby z jej twarzy zszedł szeroki uśmiech.	game/script.rpy	2043
epizod6_f16d4f51	p3	Hę? Widzę macie dzisiaj nastrój na dokuczanie mi. No nic... grunt, że wszystko dobrze.	game/script.rpy	2044
epizod6_ad1623f7		Powiedział Ojciec, po czym ruszył do wyjścia.	game/script.rpy	2045
epizod6_9042d864	p3	Ci niby nie byli godni?! To jacy byliby???	game/script.rpy	2053
epizod6_2b0f8a12		Burknął jeszcze pod nosem Ojciec, po czym wyszedł z pokoju.	game/script.rpy	2055
epizod6_9efdae3e		Lia została sama. Usiadła na łóżku i zaczęła myśleć.	game/script.rpy	2056
epizod6_4240f459		Ledwo wieczór, a dzień przynióśł już tyle interesujących wydarzeń.	game/script.rpy	2057
epizod6_18bd9ed3		Może był to nawet najbardziej interesujący dzień w jej życiu... któż wie?	game/script.rpy	2058
epizod6_18d74619		Chwilowa pewność siebie nagle minęła, a negatywne myśli dały o sobie ponownie znać.	game/script.rpy	2059
epizod6_00a6db26		"Co teraz?" - pomyślała Lia, po czym powtórzyła to na głos jakby mogło to coś zmienić.	game/script.rpy	2060
epizod6_e5101387	p1	Co teraz? Co tu zrobić... 	game/script.rpy	2061
epizod6_2bef42ea	gr	Myślałem już, że nie zapytasz.	game/script.rpy	2062
epizod6_86443f31	p1	Oh? To Ty... W zasadzie to zapomniałam o Tobie... Przepraszam.	game/script.rpy	2068
epizod6_d386ae33	gr	Zapomniałaś? Auć. Myślałem, że prosisz o radę...	game/script.rpy	2069
epizod6_d8c932d6	p1	Przepraszam! W zasadzie to potrzebuję rady... Wybacz, dziś taki dzień - sporo się dzieje.	game/script.rpy	2070
epizod6_95b5f189	gr	Wiem wiem, zgrywam się lekko. Zauważyłem, że rzeczywiście sporo się działo. 	game/script.rpy	2071
epizod6_88ce991b	gr	To jakie mamy opcje? Hmm?	game/script.rpy	2072
epizod6_651a471c	p1	Nie mam pojęcia, tyle się działo... z jednej strony mam ochotę schować się pod kołdrę i iść spać.	game/script.rpy	2073
epizod6_d57110b9	p1	Z drugiej jednak chętnie przeszłabym się za jakiś czas do Raven... wydaje się bardzo interesująca...	game/script.rpy	2074
epizod6_d649219f	p1	Na dodatek Meamir zapraszał mnie na wyjście. Przez to całe zamieszanie nawet się z nim nie pożegnałam...	game/script.rpy	2075
epizod6_23895e51	p1	Teoretycznie nie potwierdziłam, że pójdę... no ale... ahhh, co zrobić? Powiedz mi, proszę!	game/script.rpy	2076
epizod6_ee94f036	gr	Sporo przeszła. Było widać, że przy Tobie jej lepiej - sprawdź co u niej!	game/script.rpy	2079
epizod6_f4cf7e79	gr	Na pewno tego teraz potrzebuje.	game/script.rpy	2080
epizod6_13a3b6cc	p1	Oh, masz rację. Poczekam chwilę i do niej pójdę. Jeśli będzie spała to po prostu wrócę.	game/script.rpy	2081
epizod6_f7d149ee		Lia odczekała prawie godzinę, po czym zebrała się i ruszyła powoli do pokoju Raven	game/script.rpy	2082
epizod6_ae4461c2	gr	Wiesz, możesz przeprosić i pójść na ten spacer - na pewno będzie miło!	game/script.rpy	2085
epizod6_93410a5b	p1	Ah, możesz mieć rację! To chyba najlepsze wyjście skoro Raven i tak chciała odpocząć...	game/script.rpy	2086
epizod6_587ab4d7	p1	Tylko się ogarnę i idziemy!	game/script.rpy	2087
epizod6_70a62709		Jak powiedziała, tak zrobiła. Wyszła z Tawerny i ruszyła w kierunku Wioski.	game/script.rpy	2088
epizod6_72459bf3	gr	Najlepiej będzie się położyć i przemyśleć wszystko na spokojnie rano.	game/script.rpy	2091
epizod6_6c1a4bee	p1	Ah, pewnie masz rację - dziś sporo się działo. Tak będzie chyba najlepiej.	game/script.rpy	2092
epizod6_bb10f445		Lia posłuchała rady, szybko przebrała się i położyła się spać.	game/script.rpy	2093
epizod7p4_b2e3fbfc		Lia zapukała lekko w drzwi. Po krótkiej ciszy usłyszała spokojny głos:	game/script.rpy	2109
epizod7p4_a1cb5d67	p4	Proszę, otwarte!	game/script.rpy	2110
epizod7p4_324f2c52		Stawiając powolne i niepewne kroki, Lia weszła do pokoju.	game/script.rpy	2115
epizod7p4_36a20565	p1	Heej! Pomyślałam, że może nie chcesz być teraz sama...	game/script.rpy	2116
epizod7p4_59e485a8		Powiedziała to prawie łamiącym się głosem. Liczyła na jakąś reakcję ze strony Raven.	game/script.rpy	2117
epizod7p4_bedf386c		Ta jednak się nie pojawiła. Na twarzy Raven pojawił się za to lekki uśmiech.	game/script.rpy	2118
epizod7p4_8ce1c77a		Lia się lekko zawahała.	game/script.rpy	2121
epizod7p4_62187da9	p1	Oczywiście jeśli nie chcesz to mogę sobie pójść...	game/script.rpy	2122
epizod7p4_d738f512	p4	Nie, nie! Zostań, proszę.	game/script.rpy	2123
epizod7p4_51377e16		Powiedziała szybko Raven.	game/script.rpy	2126
epizod7p4_8b7c411a	p4	Przepraszam, że tak wyszło tak oschle. To wszystko jest dla mnie trochę nowe...	game/script.rpy	2127
epizod7p4_c675aaf7	p1	Co dokładnie?	game/script.rpy	2128
epizod7p4_aad5162a	p4	To...	game/script.rpy	2129
epizod7p4_0cfb8e22		Powiedziała Raven rozglądając się najpierw po pomieszczeniu, na końcu skupiając wzrok na Lii.	game/script.rpy	2130
epizod7p4_99bf97a0		Lia nie do końca zrozumiała. Jej mina mówiła chyba wystarczająco, gdyż Raven zaczęła od razu tłumaczyć.	game/script.rpy	2133
epizod7p4_ad75697b	p4	Ah. Bo wiesz... nie przywykłam do osób, które w pierwszej kolejności są pomocne i miłe...	game/script.rpy	2134
epizod7p4_16cb9e48	p4	Dla mnie to coś naprawdę nowego. Trochę ciężko mi to wyjaśnić... ale, jeśli chcesz...	game/script.rpy	2135
epizod7p4_0fbf78ce	p1	Poproszę. Opowiedz mi.	game/script.rpy	2136
epizod7p4_e960264c		Odpowiedziała Lia, sama zaskoczona dawką pewności we własnym głosie.	game/script.rpy	2137
epizod7p4_33a30038		Ciekawość była jednak znacznie większa. Miała wrażenie, że mogła w końcu spotkać kogoś z kim dzieli ją znacznie więcej niż na pierwszy rzut oka może się wydawać.	game/script.rpy	2138
epizod7p4_78726f7e	p4	Dobrze. To może usiądź... nie wiadomo ile to potrwa.	game/script.rpy	2141
epizod7p4_1ec6a2a1		Lia wiedziała, że nie ma w pokoju dodatkowych krzeseł. Raven była tego świadoma i od razu zrobiła jej miejsce na łóżku.	game/script.rpy	2142
epizod7p4_eaf77f45	p4	No dobrze... od czego by tu zacząć? Pomyślmy.	game/script.rpy	2143
epizod7p4_5ddc0a68		Raven zamyślona spoglądała w dal.	game/script.rpy	2144
epizod7p4_786ddc12		Lia wykorzystała ten moment, żeby się jej przyjrzeć...	game/script.rpy	2145
epizod7p4_2228e652		Pomyślała, że wygląda naprawdę uroczo i... i atrakcyjnie.	game/script.rpy	2146
epizod7p4_4e358123		Lia poczuła coś czego jeszcze nigdy chyba nie czuła. Nie była w stanie dokładnie określić co to za uczucie...	game/script.rpy	2147
epizod7p4_1c059452		Z myśli wyrwała ją Raven - najwidoczniej zebrała już własne.	game/script.rpy	2148
epizod7p4_7b128917	p4	To może od początku - gdy miałam kilka lat, nie pamiętam już dokładnie ile, przygarnęła mnie grupa cyrkowców...	game/script.rpy	2149
epizod7p4_e2188806	p1	Jak to przygarnęła?	game/script.rpy	2150
epizod7p4_91025ef9	p4	Moi rodzice... w zasadzie nie wiem kim dokładnie byli. Nawet ich nie pamiętam.	game/script.rpy	2151
epizod7p4_2fd4da45	p4	No zresztą nieważne. Byłam mała. Trochę się błąkałam i mnie przygarnęli.	game/script.rpy	2152
epizod7p4_40069cfa	p4	Niewiele pamiętam. Kazali mi początkowo występować w jakichś prostych numerach... musiałam zapracować na jedzenie i dach nad głową.	game/script.rpy	2153
epizod7p4_e0d7a00f	p4	Czasem zrobiłam coś źle i musiałam spać na zewnątrz. Dlatego też dużo ćwiczyłam.	game/script.rpy	2154
epizod7p4_3ea63782	p4	Głównie akrobacje... jeśli to też Cię interesuje. I tak mijały lata.	game/script.rpy	2155
epizod7p4_62af5593	p4	Raz było lepiej, raz było gorzej. Czym dalej jednak, tym gorzej.	game/script.rpy	2156
epizod7p4_10c8db47		Raven westchnęła lekko wstając z łóżka.	game/script.rpy	2157
epizod7p4_746eb463		Przystanęła na moment, wciągnęła powietrze i znów zaczęła:	game/script.rpy	2158
epizod7p4_0ba3f22a	p4	Zdarzyło się nawet, że podnosili na mnie rękę jak coś im nie pasowało.	game/script.rpy	2159
epizod7p4_1cb19235	p4	W zasadzie nawet jak wszystko było ok to potrzebowali się wyżyć.	game/script.rpy	2160
epizod7p4_e59930fa	p4	Wystarczyło, że biznes szedł trochę gorzej... zawsze byłam pierwszą do ukarania.	game/script.rpy	2161
epizod7p4_793fd2f8	p4	Ciężko się dziwić, że szło słabo. Coraz bardziej skupiali się na wyciąganiu złota od biednych, a nie na występach.	game/script.rpy	2162
epizod7p4_64d0489c	p4	Żeby uniknąć kar jeździliśmy głównie po mniejszych wioskach, z dala od jakiejkolwiek straży czy rycerzy.	game/script.rpy	2163
epizod7p4_8e874304	p4	No ale w końcu chciwość zwyciężyła i ruszyliśmy w bardziej zaludnione miejsca.	game/script.rpy	2164
epizod7p4_a4b30ee5	p4	Pomyślałam, że to idealny i zapewne ostatni moment na ucieczkę. 	game/script.rpy	2165
epizod7p4_1ba3ebb4	p4	Więc uciekłam... trzęsąc się ze strachu, że tym razem może nie skończyć się tylko na kilku ciosach...	game/script.rpy	2166
epizod7p4_7a425e77		Powiedziała, po czym lekko złapała się za ramiona niechcący przywołując niechciane wspomnienia.	game/script.rpy	2167
epizod7p4_c9907a8e	p1	Przykro mi to słyszeć... naprawdę przykro...	game/script.rpy	2168
epizod7p4_990dc360		Powiedziała smutnym głosem Lia i obserwowała jak Raven zmierza powoli w kierunku okna.	game/script.rpy	2169
epizod7p4_cdfbacf5	p4	Na szczęście się udało. Twój tata uratował mi życie. Wolę nie myśleć co by się stało gdyby nie jego reakcja... inni bali się mi pomóc...	game/script.rpy	2170
epizod7p4_a016087a		Otworzyła szeroko okno i głęboko wciągnęła potwierze.	game/script.rpy	2173
epizod7p4_d837562b	p4	Ale wracając... na szczęście się udało. I przepraszam, że opowiadam w tak wielkim skrócie, ale... ale niekoniecznie chcę wracać do szczegółów...	game/script.rpy	2174
epizod7p4_73fabc21	p1	Nie ma problemu, rozumiem. Nie musisz opowiadać nic więcej jeśli nie chcesz...	game/script.rpy	2175
epizod7p4_c72890b0		Powiedziała Lia jednocześnie podchodząc powoli do Raven.	game/script.rpy	2176
epizod7p4_c6cd8274	p4	Dzięki za zrozumienie... ehh, nawet nie wiem co będzie ze mną dalej...	game/script.rpy	2177
epizod7p4_30cbbc53		Powiedziała, po czym nakładając jednocześnie pelerynkę usiadła na parapecie.	game/script.rpy	2179
epizod7p4_2cbf0463		Lia chwilę zastanawiała się co powiedzieć, po czym podeszła i usiadła obok Raven.	game/script.rpy	2180
epizod7p4_0b308930	p1	Na początek możesz zostać tutaj. Będziesz tu bezpieczna!	game/script.rpy	2182
epizod7p4_b1a2d07f	p4	Eh, i co dalej? Jak długo mam tu zostać? Co potem? Nic teraz nie wiem...	game/script.rpy	2183
epizod7p4_de2fa1c3	p4	Zresztą to chyba zależy przede wszystkim od Twoich rodziców. Skąd wiesz, że pozwolą mi zostać dłużej?	game/script.rpy	2184
epizod7p4_0cb76a1a	p1	Nie zostawią Cię bez pomocy. Będzie dobrze, zobaczysz!	game/script.rpy	2185
epizod7p4_3f58ae05	p4	A Ty?	game/script.rpy	2186
epizod7p4_c0070474	p1	Ja? Nie mam tu zbyt wiele do powiedzenia...	game/script.rpy	2187
epizod7p4_7e371cb4	p4	Nie... chodzi mi o to czy Ty też... w sensie.. czy Ty też mnie nie zostawisz?	game/script.rpy	2188
epizod7p4_94584fdb		Lia wyczuła lekkie napięcie w powietrzu oraz drżenie w głosie Raven. Nie była pewna odpowiedzi:	game/script.rpy	2189
epizod7p4_466838ec	p1	Oczywiście, że nie! Bardzo chciałabym, żebyś została - na pewno powiem o tym rodzicom!	game/script.rpy	2190
epizod7p4_1b219709	p1	To przykre, że spotkały Cię takie rzeczy... spróbuję zrobić co w moich siłach, żeby było Ci tu dobrze.	game/script.rpy	2191
epizod7p4_3d5d6789		Raven spojrzała Lii prosto w oczy, przysuwając powoli dłoń w kierunku jej dłoni	game/script.rpy	2192
epizod7p4_7af9277e		Zmrużyła lekko oczy. Położyła lekko swoją dłoń na dłoni Lii i powiedziała bardzo cichym i spokojnym głosem:	game/script.rpy	2194
epizod7p4_afc585d3	p4	Dziękuję. Przy Tobie czuję się jakoś lepiej... zupełnie jakbym...	game/script.rpy	2195
epizod7p4_f94082f7	p1	Jakbyś co?	game/script.rpy	2196
epizod7p4_d89310e4	p4	Jakbym miała nadzieję. Dziękuję Ci za to...	game/script.rpy	2198
epizod7p4_4998d573	p1	Cieszę się, że moja obecność nie jest całkiem bezwartościowa...	game/script.rpy	2199
epizod7p4_e1f6aad0	p4	Oczywiście, że nie jest głuptasie! Czemu tak mówisz?	game/script.rpy	2200
epizod7p4_dffa0bbf		Lia lekko się zawahała. Zaczęła po drobnej pauzie:	game/script.rpy	2201
epizod7p4_30a38a80	p1	Oh, po prostu nikt mi tak jeszcze nie powiedział...	game/script.rpy	2202
epizod7p4_a3389305	p1	To dla mnie coś całkowicie nowego. Przepraszam jeśli to źle zabrzmiało...	game/script.rpy	2203
epizod7p4_f4ba422d	p4	Nie, nie - przecież nic się nie stało. Może teraz Ty opowiesz coś o sobie?	game/script.rpy	2204
epizod7p4_1092ca79	p1	Myślę, że mogę... Od czego by tu zaczą...	game/script.rpy	2205
epizod7p4_9d29e5de		Nagle zza drzwi rozległ się dźwięk pukania i głos Selene:	game/script.rpy	2206
epizod7p4_b88427bf	p2	Hej, Dziewczyny - można wejść?	game/script.rpy	2207
epizod7p4_61dd9bc9	p1	Jasne Mamo!	game/script.rpy	2208
epizod7p4_094496e3		Dziewczyny szybko zeskoczyły z parapetu.	game/script.rpy	2218
epizod7p4_3b29a342	p2	Robi się już późno, a po dzisiejszych "atrakcjach" Raven na pewno chciałaby odpocząć.	game/script.rpy	2221
epizod7p4_affa04f4	p2	No już, chodź Lia! Porozmawiamy wszyscy przy śniadaniu i zobaczymy co dalej. Może być?	game/script.rpy	2222
epizod7p4_8e7f91d2	p1	No dobrze... dobranoc Raven!	game/script.rpy	2223
epizod7p4_7bf2b508	p4	Dobranoc Lia i... i dziękuję.	game/script.rpy	2224
epizod7p4_2ce3e0b3	p2	Potrzebujesz czegoś jeszcze czy wszystko w porządku?	game/script.rpy	2227
epizod7p4_16b6f1a7	p4	Tak, wszystko dobrze - bardzo Pani dziękuję.	game/script.rpy	2228
epizod7p4_7abfe402	p2	Oj, nie musisz - tutaj nic Ci nie grozi. Możesz spokojnie iść spać i zobaczymy się rano na śniadaniu, dobrze?	game/script.rpy	2229
epizod7p4_1372668a	p4	Oczywiście, dziękuję jeszcze raz...	game/script.rpy	2230
epizod7p4_a0804c8a	p2	Przyjemność po naszej stronie! A teraz dobranoc, śpij dobrze!	game/script.rpy	2231
epizod7p4_dcf7f3b0	p4	Dobranoc!	game/script.rpy	2232
epizod7p4_c005d4fd	p2	Ładnie to tak podsłuchiwać, co?	game/script.rpy	2241
epizod7p4_a28de779	p1	Ja.. Ja tylko bardzo powoli wracałam do pokoju!	game/script.rpy	2244
epizod7p4_8d1d6908	p2	Haha, tak tak. No dobrze, nic się przecież nie stało. No już, marsz do pokoju! Zobaczymy się rano, dobranoc!	game/script.rpy	2245
epizod7p4_7e47f47b	p1	Dobranoc Mamo!	game/script.rpy	2246
epizod7p4_83a1bbdc		Lia weszła na swojego pokoju, zamknęła drzwi i przystanęła na środku jakby niespodziewanie nawiedziła ją jakaś myśl.	game/script.rpy	2251
epizod7p4_a59f0814	p1	Oh, przepraszam, że rozmawialiśmy dziś tak mało. Strasznie pokręcony dzień...	game/script.rpy	2257
epizod7p4_cbee8f20	gr	Nic się nie stało. Bardzo dobrze sobie poradziłaś!	game/script.rpy	2258
epizod7p4_ea9c2443	p1	Dziękuję! Za radę także... myślę, że wybrałam bardzo dobrze!	game/script.rpy	2259
epizod7p4_85250299	gr	Dobrze, że się zapytałaś i co najważniejsze... że mogłem Ci pomóc!	game/script.rpy	2260
epizod7p4_6f0f0034	p1	Oh, nie czuję zmęczenia. Chyba teraz w ogóle nie zasnę.	game/script.rpy	2261
epizod7p4_04812bfa	gr	Bez przesady, trochę dziś się nabiegałaś! Położysz się i wkrótce zaśniesz, zobaczysz...	game/script.rpy	2262
epizod7p4_ae1dcb39	p1	Ah, pewnie masz rację. Zresztą, jak zwykle! To się kładę, dobranoc!	game/script.rpy	2263
epizod7p4_168a0c0a	gr	Dobranoc, śpij dobrze.	game/script.rpy	2264
epizod7p4_feb40548		Lia nie tylko zasnęła bardzo szybko, ale także z uśmiechem na twarzy.	game/script.rpy	2265
epizod7p4_eae37fdc		Nie zdarzyło się to od bardzo dawna...	game/script.rpy	2266
epizod7p4_a256479d		Lia obudziła się jeszcze nim promienie słoneczne dosięgły jej okna. Była pełna energii.	game/script.rpy	2277
epizod7p4_5feac2fe		Pierwszy raz od dawna nie mogła doczekać się śniadania i zbliżającej się rozmowy.	game/script.rpy	2278
epizod7p4_95512a8f		Gdy się ubierała - zauważyła przy łóżku kartkę. Z ciekawości podeszła i na nią zerknęła.	game/script.rpy	2279
epizod7p5_e5d0a523		Lia obeszła Tawernę i ruszyła w kierunku ścieżki.	game/script.rpy	2294
epizod7p5_5c771e72		Po drodze zastanawiała się nad tym, co właściwie będą robić.	game/script.rpy	2295
epizod7p5_71c5b37f		Wchodząc do lasu stwierdziła jednak, że nie ma to znaczenia - czas coś po prostu zrobić.	game/script.rpy	2296
epizod7p5_53b260a0		Lia dotarła do Wioski. Pamiętała, że Meamir mieszka razem z ojcem przy kuźni.	game/script.rpy	2300
epizod7p5_ab8e6317		Poprawiła lekko włosy i ruszyła w odpowiednim kierunku.	game/script.rpy	2303
epizod7p5_035e8a67		Gdy dotarła pod kuźnię to zauważyła, że Meamir już na nią czekał. "Ciekawe jak długo?" - pomyślała.	game/script.rpy	2311
epizod7p5_dc253b0c	p5	Cześć Lia!	game/script.rpy	2316
epizod7p5_9fd812da	p1	Hej Meamir!	game/script.rpy	2317
epizod7p5_4f6f75f4	p5	Ciekaw byłem czy przyjdziesz. Cieszę się, że jesteś!	game/script.rpy	2320
epizod7p5_766f34e0	p1	Jestem jestem! Mam nadzieję, że Twoja ciekawość została zaspokojona...	game/script.rpy	2323
epizod7p5_fa8773a1	p5	No powiedzmy... tak na dobry początek.	game/script.rpy	2324
epizod7p5_1b7bb434	p1	Oho, a czego chciałbyś się jeszcze dowiedzieć?	game/script.rpy	2327
epizod7p5_80344792	p5	Ah, wiesz - trochę tego i tamtego. Na pewno kryje się w Tobie jeszcze wiele interesujących rzeczy!	game/script.rpy	2330
epizod7p5_4a47b08b	p1	No nie wiem... chyba nie ma we mnie nic ciekawego.	game/script.rpy	2333
epizod7p5_df9b35e4	p5	Coś na pewno znajdziemy, jeszcze zobaczysz!	game/script.rpy	2336
epizod7p5_e9ccb5b8	p5	No ale to później, teraz powiedz co chciałabyś porobić!	game/script.rpy	2339
epizod7p5_3de3333a	p1	Myślałam, że masz jakiś fajny plan!	game/script.rpy	2340
epizod7p5_c609f2db	p5	Haha, to prawda - jakiś plan mam. Ale czy fajny to się jeszcze okaże!	game/script.rpy	2341
epizod7p5_98b741e6	p1	To zdradź mi szczegóły i zobaczmy!	game/script.rpy	2344
epizod7p5_a06eb172	p5	No dobrze... pomyślałem, że moglibyśmy pójść na spacer. Widziałem ładną ścieżkę niedaleko głównej drogi...	game/script.rpy	2347
epizod7p5_0b48e804	p1	Ah, masz pewnie na myśli polanę Ivana. W sumie dawno tam nie byłam...	game/script.rpy	2350
